Date,RV_1min,RV_5min,RV_10min,OT
2020/2/7,2.45E-05,5.19E-06,2.38E-06,9.73E-07
2020/2/10,1.14E-05,2.29E-06,1.11E-06,3.24E-07
2020/2/11,1.84E-05,3.80E-06,2.28E-06,6.84E-07
2020/2/12,1.18E-05,2.53E-06,1.26E-06,4.56E-07
2020/2/13,2.04E-05,3.06E-06,1.12E-06,1.88E-07
2020/2/14,1.29E-05,2.28E-06,1.11E-06,4.31E-07
2020/2/18,1.81E-05,4.74E-06,3.00E-06,1.16E-06
2020/2/19,7.99E-06,1.08E-06,6.00E-07,1.01E-07
2020/2/20,5.26E-05,1.29E-05,8.37E-06,2.68E-06
2020/2/21,4.57E-05,1.53E-05,6.33E-06,4.54E-07
2020/2/24,0.000101198,2.70E-05,1.98E-05,3.85E-06
2020/2/25,0.000264782,7.74E-05,4.89E-05,1.57E-05
2020/2/26,0.000250747,5.23E-05,2.00E-05,7.99E-06
2020/2/27,0.000440898,8.44E-05,4.92E-05,1.30E-05
2020/2/28,0.001112476,0.000353977,0.000130288,7.19E-05
2020/3/2,0.000460245,0.000124886,4.67E-05,1.96E-05
2020/3/3,0.001428109,0.000651088,0.000541302,0.000473734
2020/3/4,0.000271719,6.37E-05,3.38E-05,1.07E-05
2020/3/5,0.000303593,7.04E-05,3.77E-05,8.02E-06
2020/3/6,0.000493976,0.000115429,7.41E-05,3.21E-05
2020/3/9,0.000898619,0.000248126,0.000113085,1.89E-05
2020/3/10,0.000868163,0.000198175,0.000110712,4.51E-05
2020/3/11,0.000731143,0.000130161,7.29E-05,2.02E-05
2020/3/12,0.002368675,0.00046572,0.000259394,9.39E-05
2020/3/13,0.001869717,0.000414683,0.000187613,5.15E-05
2020/3/16,0.002650787,0.000890685,0.000212566,5.72E-05
2020/3/17,0.002344816,0.000481161,0.000182452,6.57E-05
2020/3/18,0.002428268,0.000514309,0.000242807,3.38E-05
2020/3/19,0.001764763,0.000418731,0.000259604,7.94E-05
2020/3/20,0.001425376,0.000363617,0.000189853,6.81E-05
2020/3/23,0.002168636,0.000406521,0.000214571,6.75E-05
2020/3/24,0.000749663,0.000162692,7.89E-05,2.42E-05
2020/3/25,0.001220281,0.000309814,0.000187224,4.41E-05
2020/3/26,0.000956795,0.000359399,0.000261197,2.35E-05
2020/3/27,0.000669139,0.000182145,0.000119796,1.15E-05
2020/3/30,0.000348793,8.58E-05,5.22E-05,9.10E-06
2020/3/31,0.000353916,0.00011437,7.23E-05,1.78E-05
2020/4/1,0.000356371,8.51E-05,3.19E-05,1.32E-05
2020/4/2,0.000669983,0.000223613,0.000126044,2.19E-05
2020/4/3,0.000358057,0.000100163,5.92E-05,1.35E-05
2020/4/6,0.000231289,8.96E-05,7.81E-05,6.48E-06
2020/4/7,0.000553631,0.000175319,0.000115101,1.38E-05
2020/4/8,0.000277235,9.39E-05,6.08E-05,8.19E-06
2020/4/9,0.000329461,5.21E-05,2.94E-05,1.38E-05
2020/4/13,0.000234369,7.80E-05,4.70E-05,7.45E-06
2020/4/14,0.000124381,3.27E-05,2.21E-05,1.15E-05
2020/4/15,0.000164806,4.07E-05,2.14E-05,5.41E-06
2020/4/16,0.000188918,4.11E-05,2.72E-05,1.20E-05
2020/4/17,0.000125172,3.66E-05,2.52E-05,5.21E-06
2020/4/20,0.000135579,4.40E-05,2.19E-05,6.16E-06
2020/4/21,0.00025897,6.85E-05,3.63E-05,1.56E-05
2020/4/22,9.10E-05,2.18E-05,1.12E-05,4.51E-06
2020/4/23,0.000260174,7.58E-05,3.33E-05,6.95E-06
2020/4/24,8.83E-05,2.26E-05,1.36E-05,4.04E-06
2020/4/27,4.82E-05,1.25E-05,5.85E-06,1.90E-06
2020/4/28,0.00013167,2.86E-05,9.87E-06,1.86E-06
2020/4/29,7.33E-05,1.94E-05,8.95E-06,1.68E-06
2020/4/30,0.000137026,3.09E-05,2.08E-05,1.03E-05
2020/5/1,0.000113197,3.99E-05,1.94E-05,6.19E-06
2020/5/4,7.68E-05,2.03E-05,7.86E-06,1.18E-06
2020/5/5,7.01E-05,1.44E-05,7.85E-06,1.80E-06
2020/5/6,9.59E-05,2.20E-05,1.02E-05,5.54E-06
2020/5/7,6.98E-05,1.99E-05,1.27E-05,4.66E-06
2020/5/8,3.94E-05,9.73E-06,4.50E-06,2.79E-06
2020/5/11,4.66E-05,8.48E-06,5.16E-06,2.99E-06
2020/5/12,8.17E-05,1.99E-05,1.01E-05,2.80E-06
2020/5/13,0.000234179,5.23E-05,3.11E-05,1.71E-05
2020/5/14,0.000228075,5.35E-05,2.02E-05,6.19E-06
2020/5/15,0.000129692,3.09E-05,1.98E-05,9.02E-06
2020/5/18,5.36E-05,9.76E-06,6.42E-06,2.38E-06
2020/5/19,9.64E-05,2.94E-05,1.66E-05,4.08E-06
2020/5/20,5.59E-05,6.99E-06,3.83E-06,8.64E-07
2020/5/21,8.95E-05,2.87E-05,2.09E-05,1.33E-05
2020/5/22,3.87E-05,8.20E-06,3.34E-06,7.01E-07
2020/5/26,4.80E-05,1.05E-05,6.57E-06,1.51E-06
2020/5/27,0.000104125,2.49E-05,1.51E-05,9.62E-06
2020/5/28,9.31E-05,2.26E-05,9.57E-06,2.12E-06
2020/5/29,0.000183434,3.59E-05,2.14E-05,8.34E-06
2020/6/1,3.95E-05,6.52E-06,3.71E-06,8.09E-07
2020/6/2,4.31E-05,1.12E-05,6.98E-06,1.30E-06
2020/6/3,2.86E-05,5.66E-06,3.24E-06,1.20E-06
2020/6/4,5.48E-05,1.38E-05,8.71E-06,1.62E-06
2020/6/5,6.78E-05,1.57E-05,6.04E-06,2.18E-06
2020/6/8,3.57E-05,7.52E-06,4.57E-06,8.05E-07
2020/6/9,4.99E-05,9.23E-06,2.33E-06,7.05E-07
2020/6/10,0.000142415,3.66E-05,2.07E-05,5.02E-06
2020/6/11,0.000245301,6.02E-05,2.69E-05,1.57E-05
2020/6/12,0.000427017,0.000101266,4.87E-05,1.77E-05
2020/6/15,0.000232825,5.55E-05,2.89E-05,1.72E-05
2020/6/16,0.000314189,8.31E-05,3.93E-05,2.15E-05
2020/6/17,0.000108574,2.27E-05,1.15E-05,4.28E-06
2020/6/18,6.75E-05,1.39E-05,5.45E-06,1.97E-06
2020/6/19,0.000126576,3.40E-05,1.70E-05,5.93E-06
2020/6/22,4.85E-05,8.10E-06,4.11E-06,1.97E-06
2020/6/23,5.72E-05,1.26E-05,9.56E-06,2.57E-06
2020/6/24,0.000169489,3.74E-05,1.50E-05,4.59E-06
2020/6/25,0.000144938,5.21E-05,3.25E-05,7.05E-06
2020/6/26,0.00016184,3.63E-05,2.18E-05,7.63E-06
2020/6/29,8.04E-05,1.71E-05,1.00E-05,4.38E-06
2020/6/30,6.81E-05,2.06E-05,1.25E-05,1.29E-06
2020/7/1,6.70E-05,1.70E-05,9.90E-06,3.28E-06
2020/7/2,5.00E-05,9.40E-06,5.40E-06,1.93E-06
2020/7/6,3.53E-05,9.57E-06,4.53E-06,1.95E-06
2020/7/7,4.63E-05,9.91E-06,5.97E-06,1.19E-06
2020/7/8,5.89E-05,1.39E-05,7.95E-06,2.44E-06
2020/7/9,0.000111422,2.10E-05,9.44E-06,1.97E-06
2020/7/10,5.90E-05,1.93E-05,1.54E-05,9.90E-06
2020/7/13,9.41E-05,2.34E-05,9.01E-06,4.68E-06
2020/7/14,0.000189759,4.04E-05,2.35E-05,6.20E-06
2020/7/15,9.62E-05,1.84E-05,1.01E-05,1.36E-06
2020/7/16,5.39E-05,1.24E-05,5.93E-06,1.45E-06
2020/7/17,2.81E-05,5.78E-06,2.12E-06,6.80E-07
2020/7/20,2.82E-05,6.86E-06,3.37E-06,2.90E-07
2020/7/21,5.08E-05,1.18E-05,8.19E-06,1.16E-06
2020/7/22,2.61E-05,6.58E-06,3.71E-06,9.75E-07
2020/7/23,8.47E-05,2.31E-05,1.47E-05,5.84E-06
2020/7/24,6.48E-05,1.41E-05,6.80E-06,2.36E-06
2020/7/27,2.36E-05,7.15E-06,4.71E-06,5.96E-07
2020/7/28,3.41E-05,7.40E-06,3.52E-06,5.91E-07
2020/7/29,3.27E-05,7.49E-06,4.96E-06,1.75E-06
2020/7/30,6.10E-05,1.31E-05,7.68E-06,2.66E-06
2020/7/31,7.56E-05,2.26E-05,1.09E-05,2.41E-06
2020/8/3,2.70E-05,8.02E-06,5.98E-06,2.69E-06
2020/8/4,2.16E-05,5.28E-06,2.01E-06,6.01E-07
2020/8/5,1.63E-05,3.15E-06,1.34E-06,8.18E-07
2020/8/6,2.31E-05,7.18E-06,4.48E-06,6.07E-07
2020/8/7,4.32E-05,1.05E-05,5.86E-06,1.93E-06
2020/8/10,2.79E-05,5.52E-06,2.97E-06,4.47E-07
2020/8/11,6.33E-05,1.68E-05,8.87E-06,5.15E-07
2020/8/12,2.69E-05,8.34E-06,5.52E-06,2.69E-06
2020/8/13,3.44E-05,9.69E-06,4.23E-06,1.10E-06
2020/8/14,2.58E-05,5.24E-06,2.89E-06,6.21E-07
2020/8/17,5.56E-06,1.32E-06,7.76E-07,2.68E-07
2020/8/18,2.05E-05,3.61E-06,2.09E-06,5.58E-07
2020/8/19,2.48E-05,7.34E-06,2.64E-06,7.07E-07
2020/8/20,1.93E-05,5.67E-06,2.56E-06,9.84E-07
2020/8/21,1.94E-05,6.48E-06,3.29E-06,5.00E-07
2020/8/24,2.43E-05,5.39E-06,2.98E-06,1.30E-06
2020/8/25,2.11E-05,5.31E-06,3.49E-06,2.00E-06
2020/8/26,2.02E-05,4.88E-06,1.43E-06,3.63E-07
2020/8/27,6.62E-05,1.69E-05,6.62E-06,1.61E-06
2020/8/28,2.25E-05,4.47E-06,2.09E-06,3.10E-07
2020/8/31,3.39E-05,6.30E-06,3.48E-06,4.69E-07
2020/9/1,2.58E-05,4.67E-06,2.98E-06,1.60E-06
2020/9/2,4.32E-05,1.06E-05,5.61E-06,1.11E-06
2020/9/3,0.000284911,7.86E-05,3.84E-05,1.62E-05
2020/9/4,0.000416823,8.85E-05,3.89E-05,1.50E-05
2020/9/8,0.000235365,6.50E-05,3.94E-05,5.81E-06
2020/9/9,7.64E-05,1.99E-05,9.31E-06,5.66E-06
2020/9/10,0.000219049,5.54E-05,1.88E-05,6.88E-06
2020/9/11,0.000170874,3.90E-05,1.58E-05,5.53E-06
2020/9/14,5.92E-05,1.85E-05,8.72E-06,2.02E-06
2020/9/15,3.36E-05,8.50E-06,3.16E-06,1.33E-06
2020/9/16,7.99E-05,2.30E-05,1.12E-05,2.57E-06
2020/9/17,0.00012317,3.19E-05,1.54E-05,2.30E-06
2020/9/18,0.000114196,3.22E-05,1.73E-05,8.27E-06
2020/9/21,0.000167074,4.35E-05,1.69E-05,2.66E-06
2020/9/22,7.54E-05,1.96E-05,1.09E-05,2.60E-06
2020/9/23,0.000123358,4.01E-05,1.47E-05,3.22E-06
2020/9/24,0.000192882,6.18E-05,3.24E-05,1.43E-05
2020/9/25,9.11E-05,1.68E-05,9.73E-06,2.34E-06
2020/9/28,5.00E-05,9.65E-06,6.30E-06,1.31E-06
2020/9/29,4.94E-05,1.06E-05,4.20E-06,1.47E-06
2020/9/30,0.000113568,1.23E-05,6.77E-06,1.70E-06
2020/10/1,9.04E-05,1.70E-05,8.01E-06,2.53E-06
2020/10/2,0.000132442,4.01E-05,2.81E-05,7.52E-06
2020/10/5,2.32E-05,5.16E-06,2.97E-06,1.73E-06
2020/10/6,0.000150502,3.33E-05,2.47E-05,3.17E-06
2020/10/7,3.61E-05,7.93E-06,5.80E-06,1.89E-06
2020/10/8,2.87E-05,6.41E-06,3.09E-06,3.61E-07
2020/10/9,2.23E-05,5.39E-06,2.89E-06,1.25E-06
2020/10/12,2.57E-05,5.31E-06,2.48E-06,6.45E-07
2020/10/13,5.77E-05,1.34E-05,8.82E-06,2.93E-06
2020/10/14,6.43E-05,1.79E-05,6.26E-06,9.89E-07
2020/10/15,4.98E-05,8.84E-06,4.38E-06,9.71E-07
2020/10/16,3.59E-05,9.69E-06,5.60E-06,2.15E-06
2020/10/19,7.16E-05,1.50E-05,5.59E-06,1.90E-06
2020/10/20,9.47E-05,2.81E-05,1.71E-05,4.28E-06
2020/10/21,7.19E-05,2.28E-05,1.76E-05,2.09E-06
2020/10/22,5.92E-05,9.94E-06,5.22E-06,2.81E-06
2020/10/23,3.24E-05,6.82E-06,4.10E-06,1.21E-06
2020/10/26,9.07E-05,2.51E-05,1.31E-05,5.29E-06
2020/10/27,5.34E-05,9.80E-06,5.22E-06,9.68E-07
2020/10/28,0.000137339,3.13E-05,1.60E-05,5.45E-06
2020/10/29,0.000138158,2.73E-05,1.05E-05,5.85E-06
2020/10/30,0.000218138,5.56E-05,3.63E-05,2.17E-05
2020/11/2,0.000117635,3.07E-05,1.37E-05,6.50E-06
2020/11/3,7.68E-05,2.44E-05,1.08E-05,3.63E-06
2020/11/4,0.000153665,3.26E-05,1.08E-05,2.04E-06
2020/11/5,6.33E-05,2.08E-05,8.57E-06,2.44E-06
2020/11/6,6.81E-05,1.33E-05,7.08E-06,2.97E-06
2020/11/9,0.000182804,4.67E-05,2.62E-05,7.46E-06
2020/11/10,0.000147975,3.77E-05,1.52E-05,5.17E-06
2020/11/11,3.41E-05,9.64E-06,5.13E-06,2.03E-06
2020/11/12,6.85E-05,1.36E-05,8.63E-06,2.18E-06
2020/11/13,3.33E-05,8.90E-06,4.67E-06,1.61E-06
2020/11/16,3.89E-05,8.29E-06,6.12E-06,6.82E-07
2020/11/17,3.22E-05,8.17E-06,5.46E-06,2.12E-06
2020/11/18,3.55E-05,5.79E-06,2.69E-06,3.35E-07
2020/11/19,4.04E-05,9.58E-06,2.68E-06,1.30E-06
2020/11/20,2.63E-05,5.75E-06,2.86E-06,5.08E-07
2020/11/23,3.97E-05,1.32E-05,5.89E-06,1.56E-06
2020/11/24,3.11E-05,7.33E-06,4.51E-06,1.25E-06
2020/11/25,1.83E-05,3.65E-06,1.93E-06,9.14E-07
2020/11/27,9.38E-06,2.72E-06,1.79E-06,1.04E-07
2020/11/30,4.45E-05,7.32E-06,3.67E-06,1.67E-06
2020/12/1,3.56E-05,5.84E-06,2.58E-06,6.38E-07
2020/12/2,2.07E-05,3.39E-06,1.59E-06,5.80E-07
2020/12/3,2.98E-05,6.61E-06,4.97E-06,4.34E-07
2020/12/4,1.22E-05,1.93E-06,8.55E-07,4.80E-07
2020/12/7,1.45E-05,2.97E-06,1.60E-06,8.20E-07
2020/12/8,1.20E-05,2.89E-06,1.51E-06,6.00E-07
2020/12/9,5.66E-05,1.28E-05,4.84E-06,2.56E-06
2020/12/10,4.78E-05,1.25E-05,7.58E-06,1.54E-06
2020/12/11,3.05E-05,7.34E-06,4.03E-06,1.37E-06
2020/12/14,4.23E-05,6.54E-06,3.71E-06,1.27E-06
2020/12/15,2.03E-05,5.13E-06,2.73E-06,8.56E-07
2020/12/16,1.76E-05,5.10E-06,2.73E-06,8.91E-07
2020/12/17,1.39E-05,2.73E-06,1.29E-06,4.42E-07
2020/12/18,3.84E-05,8.63E-06,3.03E-06,1.40E-06
2020/12/21,6.51E-05,1.41E-05,5.41E-06,1.75E-06
2020/12/22,2.82E-05,5.82E-06,3.33E-06,9.79E-07
2020/12/23,1.77E-05,5.51E-06,4.03E-06,3.43E-07
2020/12/24,6.54E-06,1.60E-06,9.63E-07,1.38E-07
2020/12/28,7.18E-06,1.56E-06,8.06E-07,1.38E-07
2020/12/29,2.32E-05,6.51E-06,3.88E-06,1.24E-06
2020/12/30,1.10E-05,2.25E-06,1.29E-06,3.06E-07
2020/12/31,1.24E-05,4.06E-06,1.89E-06,2.19E-07
2021/1/4,0.000100454,2.13E-05,8.56E-06,3.93E-06
2021/1/5,4.52E-05,1.53E-05,9.36E-06,4.60E-06
2021/1/6,0.00010254,2.95E-05,1.36E-05,5.23E-06
2021/1/7,2.55E-05,6.38E-06,1.85E-06,9.41E-07
2021/1/8,5.80E-05,1.30E-05,9.60E-06,3.66E-06
2021/1/11,3.85E-05,9.28E-06,5.36E-06,1.28E-06
2021/1/12,4.07E-05,1.25E-05,7.21E-06,2.38E-06
2021/1/13,2.06E-05,4.37E-06,2.63E-06,6.15E-07
2021/1/14,1.91E-05,5.13E-06,2.64E-06,4.06E-07
2021/1/15,4.90E-05,1.36E-05,6.24E-06,1.25E-06
2021/1/19,2.11E-05,2.79E-06,1.08E-06,3.33E-07
2021/1/20,1.78E-05,5.17E-06,2.20E-06,1.24E-06
2021/1/21,1.65E-05,2.77E-06,1.20E-06,2.17E-07
2021/1/22,1.73E-05,3.48E-06,2.16E-06,1.23E-06
2021/1/25,9.08E-05,2.32E-05,1.44E-05,3.07E-06
2021/1/26,2.73E-05,8.21E-06,4.93E-06,7.03E-07
2021/1/27,0.000146723,2.78E-05,1.28E-05,3.75E-06
2021/1/28,8.38E-05,1.99E-05,8.61E-06,3.30E-06
2021/1/29,0.000182975,5.95E-05,3.39E-05,1.21E-05
2021/2/1,5.69E-05,1.58E-05,7.34E-06,2.99E-06
2021/2/2,2.54E-05,4.42E-06,2.06E-06,4.12E-07
2021/2/3,3.33E-05,5.64E-06,3.81E-06,1.22E-06
2021/2/4,1.62E-05,4.31E-06,2.67E-06,4.06E-07
2021/2/5,1.44E-05,4.40E-06,1.61E-06,4.52E-07
2021/2/8,1.17E-05,1.62E-06,7.22E-07,3.35E-07
2021/2/9,9.77E-06,3.00E-06,1.67E-06,3.20E-07
2021/2/10,5.04E-05,1.33E-05,5.73E-06,2.38E-06
2021/2/11,3.14E-05,8.81E-06,5.05E-06,1.70E-06
2021/2/12,1.14E-05,3.03E-06,1.68E-06,3.31E-07
2021/2/16,3.28E-05,5.29E-06,3.47E-06,1.42E-06
2021/2/17,4.30E-05,1.14E-05,6.08E-06,1.59E-06
2021/2/18,3.63E-05,1.02E-05,3.63E-06,1.47E-06
2021/2/19,2.74E-05,4.73E-06,3.21E-06,1.06E-06
2021/2/22,3.58E-05,1.05E-05,4.54E-06,1.21E-06
2021/2/23,0.00012548,2.40E-05,1.13E-05,3.95E-06
2021/2/24,6.09E-05,1.38E-05,7.10E-06,2.75E-06
2021/2/25,0.000184507,4.84E-05,2.15E-05,5.69E-06
2021/2/26,0.000218098,3.96E-05,2.00E-05,8.65E-06
2021/3/1,3.94E-05,7.99E-06,3.66E-06,1.70E-06
2021/3/2,6.21E-05,1.39E-05,7.43E-06,3.32E-06
2021/3/3,0.000106168,2.40E-05,1.50E-05,5.53E-06
2021/3/4,0.000328829,8.38E-05,4.88E-05,1.97E-05
2021/3/5,0.0002873,6.61E-05,2.78E-05,1.04E-05
2021/3/8,0.000147763,3.61E-05,2.20E-05,1.27E-05
2021/3/9,5.01E-05,1.66E-05,6.22E-06,1.91E-06
2021/3/10,8.05E-05,1.66E-05,7.76E-06,1.75E-06
2021/3/11,2.79E-05,6.22E-06,3.16E-06,1.54E-06
2021/3/12,3.44E-05,9.09E-06,6.03E-06,3.26E-06
2021/3/15,1.96E-05,4.09E-06,2.06E-06,5.04E-07
2021/3/16,2.52E-05,5.47E-06,2.43E-06,1.27E-06
2021/3/17,6.38E-05,3.13E-05,2.70E-05,1.93E-05
2021/3/18,4.97E-05,1.71E-05,8.50E-06,2.85E-06
2021/3/19,6.08E-05,1.44E-05,8.86E-06,1.22E-06
2021/3/22,1.92E-05,5.00E-06,2.56E-06,1.11E-06
2021/3/23,4.30E-05,1.20E-05,5.56E-06,4.62E-07
2021/3/24,4.69E-05,1.23E-05,7.34E-06,1.85E-06
2021/3/25,9.38E-05,2.31E-05,1.13E-05,3.40E-06
2021/3/26,4.17E-05,9.09E-06,2.90E-06,8.62E-07
2021/3/29,5.96E-05,9.50E-06,4.70E-06,2.94E-06
2021/3/30,3.93E-05,8.86E-06,5.88E-06,1.52E-06
2021/3/31,1.96E-05,6.83E-06,4.36E-06,1.36E-06
2021/4/1,9.82E-06,1.86E-06,9.07E-07,3.38E-07
2021/4/5,1.30E-05,3.59E-06,1.73E-06,1.00E-06
2021/4/6,1.17E-05,2.16E-06,9.60E-07,3.85E-07
2021/4/7,1.35E-05,3.38E-06,1.88E-06,5.71E-07
2021/4/8,8.82E-06,1.97E-06,8.82E-07,5.38E-07
2021/4/9,8.19E-06,1.77E-06,1.12E-06,4.73E-07
2021/4/12,1.05E-05,3.30E-06,1.49E-06,4.64E-07
2021/4/13,7.09E-06,2.12E-06,1.28E-06,4.04E-07
2021/4/14,2.32E-05,4.54E-06,2.29E-06,9.46E-07
2021/4/15,1.06E-05,2.13E-06,1.10E-06,5.72E-07
2021/4/16,1.08E-05,2.69E-06,1.25E-06,2.72E-07
2021/4/19,2.84E-05,5.42E-06,2.26E-06,5.69E-07
2021/4/20,2.79E-05,6.94E-06,3.43E-06,1.30E-06
2021/4/21,1.33E-05,2.78E-06,1.30E-06,5.40E-07
2021/4/22,6.35E-05,1.51E-05,8.38E-06,2.63E-06
2021/4/23,1.13E-05,3.22E-06,1.64E-06,3.28E-07
2021/4/26,1.25E-05,2.35E-06,9.28E-07,1.48E-07
2021/4/27,1.24E-05,3.15E-06,1.42E-06,6.86E-07
2021/4/28,1.88E-05,4.11E-06,1.25E-06,4.16E-07
2021/4/29,2.72E-05,5.54E-06,2.58E-06,1.30E-06
2021/4/30,2.52E-05,5.51E-06,2.96E-06,1.70E-06
2021/5/3,1.81E-05,4.84E-06,2.92E-06,1.48E-06
2021/5/4,5.43E-05,1.58E-05,8.21E-06,2.13E-06
2021/5/5,2.41E-05,5.90E-06,1.65E-06,7.62E-07
2021/5/6,4.33E-05,8.44E-06,4.26E-06,6.05E-07
2021/5/7,2.01E-05,4.48E-06,2.05E-06,9.28E-07
2021/5/10,2.86E-05,7.95E-06,3.28E-06,8.86E-07
2021/5/11,0.000105414,2.05E-05,1.02E-05,5.95E-06
2021/5/12,7.78E-05,1.86E-05,1.12E-05,2.75E-06
2021/5/13,7.63E-05,2.08E-05,1.14E-05,3.65E-06
2021/5/14,2.03E-05,5.43E-06,2.20E-06,6.60E-07
2021/5/17,4.33E-05,1.00E-05,5.25E-06,1.74E-06
2021/5/18,2.31E-05,3.81E-06,1.80E-06,2.37E-07
2021/5/19,0.000106891,2.60E-05,1.42E-05,2.69E-06
2021/5/20,2.42E-05,6.32E-06,2.77E-06,1.12E-06
2021/5/21,2.84E-05,4.08E-06,1.81E-06,6.20E-07
2021/5/24,9.02E-06,2.49E-06,1.23E-06,5.98E-07
2021/5/25,2.02E-05,4.59E-06,1.61E-06,7.59E-07
2021/5/26,9.77E-06,2.00E-06,9.78E-07,2.61E-07
2021/5/27,1.44E-05,4.75E-06,3.83E-06,7.97E-07
2021/5/28,8.25E-06,2.04E-06,8.50E-07,3.41E-07
2021/6/1,1.37E-05,4.16E-06,1.82E-06,4.77E-07
2021/6/2,1.04E-05,2.56E-06,1.36E-06,2.10E-07
2021/6/3,1.84E-05,3.46E-06,1.58E-06,5.62E-07
2021/6/4,7.10E-06,1.79E-06,9.43E-07,1.45E-07
2021/6/7,6.95E-06,2.20E-06,1.65E-06,1.05E-06
2021/6/8,1.41E-05,2.37E-06,1.69E-06,1.95E-07
2021/6/9,8.45E-06,1.56E-06,8.70E-07,3.54E-07
2021/6/10,1.52E-05,4.89E-06,2.16E-06,6.41E-07
2021/6/11,6.76E-06,1.66E-06,1.03E-06,2.75E-07
2021/6/14,6.96E-06,1.54E-06,7.99E-07,2.60E-07
2021/6/15,9.74E-06,3.12E-06,1.64E-06,4.83E-07
2021/6/16,7.08E-05,3.55E-05,3.03E-05,2.75E-05
2021/6/17,3.08E-05,6.66E-06,3.20E-06,1.59E-06
2021/6/18,4.81E-05,1.09E-05,6.86E-06,2.96E-06
2021/6/21,2.12E-05,3.57E-06,1.92E-06,5.13E-07
2021/6/22,1.02E-05,1.68E-06,6.17E-07,1.08E-07
2021/6/23,9.11E-06,1.74E-06,9.04E-07,3.14E-07
2021/6/24,8.12E-06,2.23E-06,1.20E-06,3.15E-07
2021/6/25,7.02E-06,1.52E-06,8.23E-07,1.72E-07
2021/6/28,8.20E-06,2.43E-06,1.30E-06,2.22E-07
2021/6/29,5.86E-06,1.66E-06,8.19E-07,3.56E-07
2021/6/30,5.68E-06,1.46E-06,8.02E-07,2.84E-07
2021/7/1,6.49E-06,1.92E-06,8.24E-07,4.86E-07
2021/7/2,4.35E-06,1.13E-06,4.64E-07,8.27E-08
2021/7/6,1.69E-05,3.74E-06,2.17E-06,1.14E-06
2021/7/7,2.04E-05,3.77E-06,1.75E-06,4.32E-07
2021/7/8,4.43E-05,9.39E-06,4.43E-06,1.57E-06
2021/7/9,7.39E-06,1.80E-06,7.36E-07,4.18E-07
2021/7/12,7.55E-06,1.78E-06,1.10E-06,1.28E-07
2021/7/13,1.91E-05,6.13E-06,3.41E-06,1.85E-06
2021/7/14,1.85E-05,6.54E-06,3.89E-06,1.83E-06
2021/7/15,2.41E-05,5.13E-06,2.44E-06,8.87E-07
2021/7/16,2.21E-05,5.31E-06,3.16E-06,1.71E-06
2021/7/19,8.36E-05,1.57E-05,8.37E-06,4.22E-06
2021/7/20,2.86E-05,6.11E-06,1.59E-06,5.10E-07
2021/7/21,1.17E-05,2.51E-06,9.46E-07,3.21E-07
2021/7/22,1.28E-05,3.26E-06,1.64E-06,5.99E-07
2021/7/23,9.17E-06,1.94E-06,1.24E-06,5.01E-07
2021/7/26,1.01E-05,2.65E-06,1.30E-06,2.77E-07
2021/7/27,3.50E-05,9.70E-06,5.43E-06,2.69E-06
2021/7/28,2.61E-05,6.01E-06,2.54E-06,1.38E-06
2021/7/29,9.15E-06,2.22E-06,1.20E-06,6.36E-07
2021/7/30,1.70E-05,3.81E-06,1.78E-06,5.67E-07
2021/8/2,1.59E-05,3.85E-06,1.87E-06,4.34E-07
2021/8/3,2.22E-05,5.08E-06,2.71E-06,6.87E-07
2021/8/4,1.27E-05,3.39E-06,2.03E-06,8.34E-07
2021/8/5,5.63E-06,1.34E-06,5.95E-07,8.81E-08
2021/8/6,7.48E-06,1.95E-06,8.53E-07,1.91E-07
2021/8/9,6.39E-06,1.48E-06,5.81E-07,1.47E-07
2021/8/10,8.92E-06,2.25E-06,1.26E-06,5.58E-07
2021/8/11,5.96E-06,1.60E-06,8.86E-07,3.85E-07
2021/8/12,4.33E-06,1.03E-06,5.73E-07,2.96E-07
2021/8/13,4.90E-06,1.40E-06,6.92E-07,1.14E-07
2021/8/16,1.27E-05,4.38E-06,2.60E-06,1.10E-06
2021/8/17,3.36E-05,1.07E-05,5.95E-06,1.47E-06
2021/8/18,2.62E-05,5.16E-06,2.71E-06,8.37E-07
2021/8/19,6.01E-05,1.68E-05,9.38E-06,3.27E-06
2021/8/20,1.68E-05,4.33E-06,1.86E-06,4.35E-07
2021/8/23,6.49E-06,1.93E-06,8.44E-07,2.92E-07
2021/8/24,5.62E-06,1.19E-06,5.12E-07,2.79E-07
2021/8/25,4.79E-06,9.17E-07,4.57E-07,1.24E-07
2021/8/26,2.04E-05,5.76E-06,2.34E-06,1.28E-06
2021/8/27,1.34E-05,3.08E-06,1.52E-06,4.34E-07
2021/8/30,5.34E-06,9.50E-07,6.17E-07,1.59E-07
2021/8/31,1.05E-05,2.85E-06,1.51E-06,3.34E-07
2021/9/1,7.95E-06,1.61E-06,7.67E-07,4.89E-07
2021/9/2,8.35E-06,2.53E-06,1.47E-06,1.74E-07
2021/9/3,8.65E-06,1.59E-06,9.33E-07,2.33E-07
2021/9/7,1.08E-05,3.05E-06,1.25E-06,3.59E-07
2021/9/8,2.10E-05,4.17E-06,2.19E-06,1.25E-06
2021/9/9,2.01E-05,6.33E-06,4.71E-06,2.13E-06
2021/9/10,2.45E-05,6.17E-06,3.32E-06,1.63E-06
2021/9/13,4.45E-05,1.62E-05,9.69E-06,1.51E-06
